Crop_Type,Temperature_C,Rainfall_mm,Irrigation_mm,N_Fertilizer,P_Fertilizer,K_Fertilizer,Yield_kg_per_ha
Maize,29.04,1058.67,54.91,103.4,56.47,48.63,3089.75
Wheat,20.13,375.13,236.28,180.08,58.91,16.52,1977.5
Soybean,27.38,454.65,375.37,176.45,50.09,37.51,375.39
Wheat,27.53,0.0,166.39,151.41,29.17,38.42,922.62
Rice,30.3,557.19,85.98,106.94,0.46,66.11,2049.71
Wheat,38.8,1087.01,310.4,199.42,30.1,25.73,258.69
Wheat,26.96,955.08,429.38,57.88,33.91,34.76,413.3
Maize,22.46,733.55,45.75,63.86,33.74,0.0,2261.29
Soybean,24.87,793.31,423.03,116.65,52.37,74.7,130.14
Maize,16.15,593.33,422.6,210.16,79.71,18.59,3798.82
Maize,21.53,861.43,443.11,111.91,42.47,46.54,1889.71
Maize,22.95,1029.76,482.77,112.67,35.67,37.97,670.6
Maize,22.38,315.23,630.3,62.32,34.82,38.04,2521.7
Maize,25.76,889.89,246.59,157.84,42.49,56.2,2991.53
Wheat,20.89,1079.73,316.44,158.13,23.43,73.43,455.98
Maize,30.61,675.47,237.53,151.56,42.4,45.03,3524.22
Maize,25.0,1010.21,300.3,94.83,49.02,53.1,1788.18
Soybean,24.95,1644.4,529.93,91.73,44.19,46.58,119.45
Rice,23.36,768.7,98.25,68.28,49.15,60.35,1804.55
Wheat,25.78,917.99,170.84,123.35,48.67,30.74,759.24
Wheat,29.13,578.58,506.58,76.78,4.56,61.51,776.63
Wheat,20.66,854.38,453.01,72.9,52.74,62.21,388.41
Maize,21.71,938.08,245.53,103.05,26.58,61.65,2318.99
Maize,23.48,858.45,428.16,100.43,18.08,26.8,1842.15
Maize,18.27,494.09,351.18,98.48,17.91,36.63,3153.65
Soybean,20.9,861.91,525.04,138.66,48.67,44.79,131.32
Rice,22.62,1238.66,311.18,123.16,35.55,12.58,3058.8
Maize,29.37,934.59,453.84,108.47,6.36,71.9,1436.74
Rice,26.31,1088.6,696.3,127.32,49.56,39.75,2716.42
Soybean,25.97,728.9,389.71,80.34,11.21,45.68,107.94
Wheat,29.25,1024.97,307.4,124.21,42.8,28.46,553.51
Maize,24.31,883.78,408.37,126.02,44.77,13.46,2101.63
Rice,26.95,514.73,245.21,59.88,57.71,27.92,1526.04
Rice,24.48,895.56,658.2,159.83,75.63,44.38,2524.54
Maize,26.33,502.49,327.01,84.74,12.71,53.47,2873.02
Wheat,22.09,610.14,259.06,123.61,38.95,43.24,2110.68
Wheat,12.81,856.8,174.65,166.58,34.47,46.93,1097.33
Wheat,24.33,889.17,464.58,157.03,48.67,33.26,410.4
Soybean,32.11,443.23,430.08,121.37,44.31,49.92,239.26
Rice,29.63,1116.2,225.4,105.5,32.95,69.66,2453.7
Rice,29.83,971.6,386.47,157.9,31.18,54.1,2907.14
Rice,31.18,588.58,73.72,146.99,17.67,56.19,2346.34
Soybean,25.44,338.72,327.75,95.27,59.76,45.88,482.8
Rice,25.99,756.53,367.91,88.2,49.18,9.94,2554.73
Soybean,21.91,666.22,556.1,37.11,58.36,19.11,366.04
Wheat,23.42,833.94,184.38,126.16,33.79,49.1,1216.78
Maize,28.08,691.07,108.25,116.69,26.86,39.78,3358.46
Rice,31.02,197.76,165.69,165.45,18.43,48.8,1611.31
Rice,24.3,683.5,99.51,134.36,47.18,73.53,2463.64
Wheat,22.75,708.31,500.5,173.37,19.2,54.52,429.67
Maize,25.0,990.1,532.3,92.11,76.97,65.18,567.42
Soybean,28.01,590.54,348.03,165.53,13.85,41.89,163.72
Maize,17.78,1303.6,483.19,98.84,45.47,23.86,661.2
Wheat,13.52,226.51,320.09,151.1,71.34,38.84,2172.7
Wheat,22.25,1193.35,285.73,61.65,51.98,23.9,361.14
Maize,18.9,732.7,250.04,129.41,43.51,71.17,3315.46
Soybean,22.46,1057.88,253.44,40.61,20.63,55.81,341.11
Soybean,24.26,823.94,67.83,109.31,12.36,50.41,202.25
Rice,22.73,1141.87,339.64,137.61,55.4,64.72,2627.75
Soybean,32.26,683.79,293.95,99.16,70.12,0.0,113.26
Maize,26.63,470.41,411.8,77.98,31.22,51.76,2696.21
Wheat,26.5,1226.15,314.03,153.84,17.22,13.79,448.39
Rice,28.11,765.96,275.59,115.86,0.0,39.85,2379.93
Rice,19.31,866.47,169.32,100.42,20.38,33.77,2521.4
Wheat,30.2,1170.43,310.82,121.68,37.73,53.23,494.93
Soybean,24.62,490.41,410.74,225.47,71.98,44.56,200.36
Wheat,28.35,978.65,128.5,166.14,53.46,66.9,652.0
Soybean,19.64,623.03,313.12,166.5,46.1,27.96,156.64
Wheat,17.23,760.35,334.96,137.42,32.0,54.18,773.71
Maize,29.09,821.68,192.29,126.66,28.34,43.24,3469.49
Soybean,26.88,349.93,211.82,24.16,68.11,7.29,985.0
Maize,20.49,566.35,334.59,92.84,44.01,21.63,2896.23
Rice,20.65,1205.32,129.99,100.78,0.0,37.0,2913.11
Wheat,30.63,1065.86,352.49,45.0,26.53,62.25,294.89
Rice,19.05,781.21,165.7,73.7,22.84,49.27,1977.32
Rice,33.21,872.94,459.43,40.77,29.07,16.65,1734.44
Rice,20.5,711.73,650.67,118.47,51.26,37.19,3328.99
Rice,28.19,1206.98,170.89,152.75,37.85,80.36,3070.27
Wheat,23.36,739.89,380.13,164.27,38.46,42.22,600.13
Rice,28.02,869.55,190.99,136.59,66.27,33.45,2282.58
Wheat,22.28,1143.81,456.14,81.46,26.07,49.83,413.9
Wheat,24.19,566.79,110.21,42.72,77.28,55.27,1387.37
Maize,25.2,1267.64,372.09,49.73,26.57,30.88,376.47
Soybean,19.99,340.86,169.05,69.24,41.78,50.05,700.66
Soybean,28.7,1288.89,268.95,84.45,34.38,33.42,89.4
Wheat,22.43,688.2,145.35,113.61,42.47,54.39,2196.97
Maize,23.86,727.19,423.35,79.43,48.89,43.39,2355.71
Wheat,20.03,233.0,174.45,133.56,48.68,49.64,2569.09
Wheat,12.19,663.56,382.79,110.71,24.94,24.82,1022.36
Wheat,24.04,488.06,248.39,120.42,17.54,23.57,2164.4
Maize,37.06,617.71,282.83,165.61,90.06,58.91,2863.55
Soybean,28.92,758.81,322.16,72.79,30.32,38.41,116.48
Maize,24.9,1087.34,185.73,136.75,53.98,45.7,2673.8
Rice,23.69,862.28,331.56,119.44,7.85,33.87,2701.05
Maize,25.11,892.3,529.55,106.66,34.41,57.97,1606.82
Maize,27.74,471.34,183.29,155.41,37.46,27.84,3699.12
Maize,19.1,535.77,475.77,155.16,49.46,37.29,3703.89
Maize,30.57,1339.62,524.71,82.14,0.0,55.72,488.98
Soybean,28.58,579.44,177.58,112.71,43.32,63.46,454.14
Rice,28.59,1296.86,81.74,131.25,17.01,29.52,2316.62
Soybean,27.19,727.08,345.29,109.08,46.49,79.19,128.32
Soybean,25.1,800.69,217.89,143.4,19.27,46.26,128.69
Maize,28.36,1121.11,580.29,131.25,22.89,19.14,842.81
Wheat,27.96,1181.57,305.22,193.3,34.53,47.38,284.22
Wheat,23.23,766.76,179.67,58.79,18.95,32.34,1260.0
Soybean,22.13,683.53,127.93,115.1,30.49,48.68,387.9
Soybean,25.51,783.22,463.49,83.66,16.13,39.14,125.31
Maize,32.75,901.39,214.32,144.16,3.34,41.49,2963.91
Soybean,18.8,1067.39,306.57,55.31,60.36,21.77,196.4
Maize,17.66,801.27,443.37,133.85,14.08,59.8,2674.33
Wheat,25.82,985.67,227.36,94.8,36.43,16.88,471.02
Wheat,25.25,1291.51,293.11,90.63,55.06,17.82,443.88
Rice,25.87,914.39,297.51,62.14,27.7,47.35,2135.72
Wheat,26.22,893.5,402.5,101.4,23.5,72.06,485.99
Soybean,23.88,344.33,388.61,163.38,44.52,32.95,407.8
Wheat,32.45,10.78,266.98,118.99,62.36,54.02,1435.23
Maize,17.0,916.51,309.55,145.11,16.61,61.47,2447.49
Wheat,20.86,771.55,244.23,186.59,37.0,56.29,1122.75
Rice,24.48,645.57,78.36,130.55,5.35,33.78,2665.55
Wheat,16.78,873.06,338.64,97.65,32.14,18.18,492.05
Maize,24.12,781.88,583.83,138.69,40.68,0.0,1861.23
Maize,33.31,1138.33,167.44,98.23,22.91,34.74,1863.82
Soybean,25.1,825.83,184.05,99.82,30.86,63.56,134.01
Wheat,26.15,575.92,169.39,59.2,11.84,17.52,1672.95
Maize,18.7,1097.05,408.69,157.05,41.54,54.0,923.17
Rice,21.92,734.86,367.27,104.56,61.11,21.0,2615.75
Soybean,23.12,957.96,276.22,127.28,18.06,42.12,143.28
Rice,23.41,656.78,162.3,78.56,27.55,54.16,2249.31
Wheat,31.41,605.05,313.86,137.44,50.05,26.81,1975.26
Wheat,27.79,825.25,65.31,89.52,64.24,43.41,1687.57
Wheat,19.44,803.85,321.51,114.33,10.14,31.7,643.6
Soybean,26.23,943.95,430.73,155.11,36.62,54.1,116.25
Maize,27.49,719.41,112.32,151.63,45.66,44.71,3938.46
Soybean,30.7,249.09,70.12,119.12,37.96,41.13,606.84
Rice,32.9,670.17,536.92,49.27,0.0,71.17,1491.43
Soybean,19.92,1038.15,208.24,239.71,50.02,53.25,122.44
Rice,20.95,710.79,470.39,189.83,70.39,26.19,2912.76
Soybean,18.71,726.08,276.9,148.91,42.33,38.28,126.24
Maize,23.83,1095.91,275.71,89.87,19.38,38.48,1406.0
Rice,27.33,586.41,365.76,115.46,29.74,41.61,3289.56
Wheat,29.94,337.16,167.4,98.26,75.4,90.49,2052.75
Wheat,24.62,751.81,319.87,170.55,58.2,47.42,903.25
Soybean,23.4,654.75,242.78,130.5,52.8,0.0,247.56
Wheat,25.76,510.13,101.93,88.63,47.13,29.14,2774.17
Rice,20.82,747.39,350.62,101.17,26.78,1.35,2243.31
Wheat,35.45,947.45,260.5,164.85,35.99,33.4,393.84
Maize,16.96,797.21,276.45,184.0,38.44,0.25,4056.9
Maize,25.92,892.09,118.48,181.13,50.99,22.57,3023.96
Soybean,35.12,1344.02,538.71,150.28,70.18,9.59,100.72
Rice,25.03,697.14,431.51,109.9,62.37,47.68,2642.84
Maize,24.05,883.5,444.62,0.0,11.61,40.01,920.03
Maize,23.21,647.24,254.18,131.89,44.48,46.06,4239.99
Rice,24.1,546.09,40.62,119.93,54.74,37.91,2089.07
Wheat,31.86,624.53,592.94,125.6,52.38,12.11,468.58
Wheat,13.94,656.37,290.84,122.16,27.42,50.27,1714.06
Soybean,32.67,907.84,187.68,66.95,98.28,78.44,178.39
Wheat,17.88,1504.72,362.52,142.3,14.46,48.18,504.34
Rice,23.67,585.19,475.07,145.29,18.34,31.48,2903.81
Maize,22.85,675.01,296.54,147.29,44.67,11.44,2969.74
Wheat,27.94,781.06,491.79,157.86,82.34,21.84,409.65
Soybean,17.01,918.74,462.45,144.16,23.28,49.06,137.04
Wheat,27.31,879.07,138.54,103.6,34.68,61.46,1288.9
Rice,35.12,1185.23,198.93,117.17,61.55,45.22,2700.83
Soybean,18.18,72.08,443.63,123.64,39.64,56.0,666.43
Wheat,25.95,83.92,0.0,124.31,33.31,54.15,576.2
Soybean,21.69,651.24,277.58,159.93,51.31,50.13,155.1
Rice,27.13,1129.19,85.38,145.75,45.45,26.83,3038.47
Maize,25.1,330.31,228.52,203.09,60.61,43.48,3419.37
Rice,21.79,0.0,255.18,208.26,65.83,23.03,980.28
Rice,27.44,971.35,246.26,123.19,46.14,40.35,2850.25
Rice,34.02,873.1,217.16,0.0,45.83,46.62,1023.45
Rice,24.05,472.94,135.43,169.47,44.28,73.58,2273.53
Maize,28.6,504.34,643.79,98.38,49.78,13.81,2240.13
Maize,18.53,509.08,580.12,87.94,41.1,49.63,2620.44
Soybean,20.22,833.16,125.69,104.06,39.99,69.62,136.49
Wheat,27.36,612.11,537.32,102.13,63.93,55.18,475.35
Maize,32.42,948.22,240.08,144.49,70.32,56.66,2595.55
Maize,26.78,0.0,319.38,57.62,9.85,51.75,1370.08
Wheat,23.43,542.94,290.51,76.89,40.2,65.97,1698.14
Maize,25.0,462.18,201.04,133.73,26.23,18.25,3845.04
Rice,18.75,723.1,447.58,144.92,33.78,12.28,2950.49
Rice,28.02,638.59,318.88,145.66,48.05,39.87,3366.65
Wheat,29.41,1039.35,228.52,88.52,53.39,0.0,520.37
Soybean,22.74,242.2,104.31,80.87,37.76,64.61,535.14
Soybean,22.65,813.65,165.96,99.73,1.73,64.41,128.59
Wheat,26.33,967.5,53.79,129.59,20.7,31.33,1209.94
Wheat,22.82,1356.99,301.83,179.42,57.93,32.58,380.72
Rice,24.67,655.47,120.5,38.1,0.0,38.55,1140.9
Soybean,35.5,897.34,260.17,111.17,63.75,41.04,129.2
Maize,23.76,258.84,505.52,66.69,50.42,42.54,2775.51
Rice,23.21,82.41,479.89,53.91,66.32,51.16,1383.34
Wheat,21.76,1053.43,295.16,158.68,36.03,36.55,490.3
Soybean,28.72,798.33,286.94,141.78,0.0,58.86,131.08
Maize,24.09,1153.55,581.98,137.98,48.61,48.92,798.6
Maize,21.75,387.98,378.11,156.84,65.49,27.86,3480.0
Rice,31.61,955.97,250.83,100.81,58.49,66.7,3137.7
Soybean,32.1,1360.65,86.1,102.69,26.75,12.83,141.65
Soybean,22.0,925.91,359.08,207.43,41.74,38.16,117.19
Wheat,15.67,882.97,424.4,110.14,29.34,59.34,478.27
Soybean,30.04,802.57,205.25,149.41,23.61,25.54,127.35
Soybean,21.58,328.74,343.68,120.26,59.11,46.19,557.77
Rice,28.95,1206.67,245.46,46.07,16.05,50.87,1478.63
Soybean,15.15,616.74,272.4,38.21,22.12,22.79,516.52
Maize,29.46,951.34,0.0,96.84,17.92,38.55,3135.72
Rice,18.94,331.09,266.73,162.24,10.2,36.87,2352.75
Rice,28.65,446.16,445.41,151.53,42.93,28.97,3004.86
Wheat,25.07,1230.53,205.29,156.56,63.23,86.03,470.22
Soybean,20.23,695.81,307.88,80.52,36.3,24.74,116.75
Wheat,22.96,1235.98,186.61,184.63,9.89,60.1,392.85
Maize,28.43,776.53,354.07,81.4,56.8,32.14,2348.05
Rice,25.53,247.43,267.52,128.51,73.71,18.27,1889.24
Rice,27.92,1067.62,159.11,119.59,27.08,42.06,2824.89
Rice,34.88,623.03,499.88,113.05,30.43,52.98,2318.29
Maize,17.18,1009.61,439.34,173.54,50.31,58.41,1341.29
Maize,33.09,807.56,209.26,91.8,72.44,71.25,3020.58
Wheat,25.52,337.06,374.67,66.02,29.6,98.9,1998.61
Wheat,20.51,849.29,380.61,120.8,13.35,45.01,576.01
Wheat,18.35,1458.87,396.35,104.01,52.63,26.74,478.35
Soybean,24.05,947.9,45.86,255.1,55.98,49.06,125.85
Rice,29.61,782.74,450.99,147.06,40.12,34.68,3234.04
Rice,24.36,1122.6,214.55,103.63,28.84,58.52,3309.81
Wheat,32.56,863.2,246.33,77.76,59.89,14.06,620.99
Rice,17.74,862.86,695.68,44.79,50.56,87.37,1258.97
Wheat,24.94,472.51,345.28,78.99,24.63,57.12,2084.18
Soybean,18.74,870.15,242.05,124.6,40.98,6.32,142.39
Soybean,26.82,1110.63,0.0,177.09,12.97,25.82,116.13
Maize,29.43,549.18,508.46,164.87,53.72,56.32,3859.49
Soybean,22.9,1227.35,98.22,129.16,34.76,63.53,134.74
Wheat,11.98,772.49,149.48,107.07,31.29,14.56,1938.76
Soybean,25.99,533.67,250.3,130.75,39.34,54.26,411.58
Maize,27.18,1099.29,512.46,99.25,40.81,1.05,596.03
Rice,27.02,713.96,415.99,188.73,57.9,38.21,2770.34
Wheat,31.18,1027.85,276.32,112.43,51.82,62.24,520.88
Rice,19.64,712.47,346.24,116.55,36.87,28.97,3068.71
Maize,28.4,782.05,209.94,31.37,55.27,9.86,1558.2
Maize,30.96,948.07,320.95,112.18,48.01,42.92,2170.88
Maize,16.11,887.27,311.0,153.46,31.47,27.91,3107.44
Rice,26.6,201.34,445.32,77.29,37.51,52.59,1970.49
Rice,22.48,463.63,445.08,89.97,37.04,22.29,2467.28
Rice,24.59,1078.82,374.1,151.71,50.11,24.55,2626.68
Rice,26.74,760.36,245.65,60.93,32.66,0.0,1870.57
Maize,22.56,642.88,411.27,162.31,32.19,43.4,3899.55
Maize,21.62,392.43,286.2,98.71,79.38,36.78,2688.3
Wheat,25.17,476.08,137.71,104.46,58.79,16.23,1943.06
Wheat,19.56,193.46,239.51,75.04,24.79,43.88,2287.7
Rice,19.57,769.62,312.68,135.12,51.42,60.54,3092.76
Soybean,28.4,620.47,436.53,218.39,42.37,35.69,127.28
Soybean,19.26,510.02,272.47,151.26,47.83,45.36,364.49
Maize,28.33,779.56,118.62,85.43,42.75,45.47,3075.44
Maize,27.31,909.19,308.51,165.42,63.79,15.91,2970.23
Maize,16.37,1427.96,317.02,107.33,46.91,81.13,564.74
Wheat,21.61,346.43,327.88,174.98,38.76,30.58,2231.65
Wheat,30.97,1147.81,437.98,152.27,60.84,53.12,471.81
Maize,20.09,1091.93,452.84,2.27,44.67,55.38,307.33
Maize,22.68,566.27,210.87,79.84,42.43,37.21,2667.97
Maize,27.31,860.97,207.58,157.78,46.28,52.14,2791.28
Soybean,28.92,662.71,143.97,126.07,38.13,44.92,396.48
Wheat,23.74,855.71,404.82,79.05,40.18,11.65,454.33
Soybean,22.01,1252.74,517.32,94.66,28.27,33.35,117.67
Soybean,32.11,981.68,252.74,43.75,24.98,27.75,335.52
Maize,33.69,952.58,263.79,116.47,20.03,30.77,2203.26
Maize,29.89,670.91,520.02,208.43,12.16,13.92,2792.53
Rice,25.43,354.78,375.83,152.2,22.41,62.53,2324.52
Rice,20.96,737.46,365.44,207.62,36.51,72.04,2475.44
Soybean,20.85,1161.98,121.36,155.3,42.06,59.56,120.81
Wheat,27.61,341.85,401.81,161.1,34.57,65.41,2174.44
Maize,27.09,483.47,160.63,198.96,0.0,33.11,3673.81
Maize,32.01,837.88,129.9,135.09,71.49,27.27,3273.79
Soybean,28.25,504.6,247.98,112.51,61.73,24.43,522.22
Rice,17.48,562.24,212.13,161.31,48.92,52.88,3236.81
Wheat,30.26,672.92,266.76,178.15,78.15,44.54,1325.07
Rice,20.01,390.31,83.85,100.8,20.45,38.46,1571.79
Rice,23.08,507.76,443.82,91.14,77.75,65.9,2794.38
Rice,26.25,1011.03,469.15,125.55,20.7,48.1,2362.5
Rice,34.98,407.79,7.9,153.26,44.77,23.23,1660.14
Maize,40.55,320.64,446.77,151.92,14.52,26.38,3625.98
Maize,28.03,610.99,178.42,63.03,40.29,53.64,2059.09
Rice,24.08,1019.59,428.55,196.46,47.72,60.83,2527.02
Wheat,27.67,740.92,289.73,94.35,36.91,51.03,1057.56
Soybean,29.44,660.63,304.32,109.4,54.28,77.94,120.15
Wheat,23.4,813.31,272.24,83.89,41.98,72.7,788.14
Wheat,33.98,276.29,481.82,227.93,29.55,48.82,872.74
Wheat,26.15,948.41,114.06,129.68,28.66,23.23,970.86
Rice,27.49,915.03,391.18,85.96,56.22,13.8,2384.79
Maize,28.33,677.21,465.2,154.56,26.93,32.25,3462.04
Wheat,27.11,1101.78,407.45,150.77,58.31,55.06,460.73
Rice,29.19,461.75,648.7,112.49,64.45,76.53,3030.06
Wheat,21.91,1138.37,220.66,153.62,6.63,48.35,488.42
Wheat,22.21,846.35,443.6,86.99,62.66,63.37,489.23
Rice,19.5,699.03,284.09,100.28,81.21,35.09,2946.51
Maize,27.2,794.04,485.01,39.59,45.04,52.46,911.4
Maize,28.89,767.82,298.85,67.04,51.98,56.47,2068.05
Soybean,27.29,1166.08,241.82,192.31,60.74,0.41,141.16
Rice,33.37,477.0,495.91,185.66,34.49,31.73,2660.98
Soybean,24.97,571.24,226.27,122.63,43.65,58.99,278.46
Soybean,28.34,1110.89,88.09,186.52,13.72,45.49,117.56
Soybean,19.54,621.34,222.47,113.6,42.77,16.07,320.57
Maize,23.06,1070.16,392.85,110.26,49.96,0.0,787.48
Rice,28.48,1309.83,508.81,122.26,50.32,32.68,2412.26
Soybean,29.25,679.46,316.67,115.0,61.31,38.57,111.44
Rice,23.53,1004.41,497.73,111.39,24.5,22.32,2712.42
Rice,24.64,453.89,96.27,165.74,29.35,42.86,2049.82
Maize,17.41,1026.42,233.51,126.01,77.91,50.13,2125.29
Soybean,23.21,859.83,256.71,148.5,36.99,53.41,107.15
Soybean,29.45,941.91,282.82,161.26,44.0,0.0,108.78
Rice,27.88,606.33,312.61,135.53,38.66,13.71,3114.39
Wheat,27.5,301.67,403.64,81.19,23.57,33.91,2141.63
Maize,25.25,950.98,233.28,65.89,72.47,51.44,1757.28
Maize,25.04,180.98,320.85,125.95,29.45,49.78,2844.02
Maize,21.7,704.79,293.23,113.15,17.45,49.44,3630.57
Maize,28.49,1082.35,161.12,123.5,30.99,32.33,2866.97
Soybean,27.1,857.57,282.95,119.36,0.0,33.45,134.22
Soybean,27.46,1384.5,278.45,223.34,26.97,25.43,125.91
Wheat,22.37,1107.53,275.24,66.79,20.64,55.36,415.0
Maize,14.23,603.83,304.76,40.4,52.35,21.59,1397.35
Maize,30.49,808.19,311.35,133.3,26.53,57.0,3060.84
Rice,22.61,785.79,235.16,104.94,57.76,44.16,2489.31
Soybean,20.69,325.35,490.91,132.64,67.97,39.1,294.25
Maize,28.47,517.88,124.58,143.36,55.62,26.87,4077.04
Wheat,23.04,631.77,191.85,171.36,35.69,12.89,1642.0
Wheat,30.3,189.13,716.99,59.71,42.82,27.05,1556.37
Soybean,28.09,814.25,144.3,97.73,9.5,33.4,130.58
Wheat,28.42,725.28,96.94,137.15,37.32,0.0,2231.43
Wheat,18.17,298.13,410.17,150.82,22.79,36.05,2400.26
Soybean,31.06,921.26,0.0,207.74,53.89,58.49,163.38
Maize,26.31,1014.76,264.71,158.23,91.46,51.34,2995.4
Maize,23.15,868.11,621.87,117.73,50.0,30.08,907.14
Wheat,25.72,702.78,68.26,84.38,0.18,40.94,2161.17
Wheat,16.12,977.43,2.71,97.43,32.78,28.88,1350.67
Maize,27.04,1004.07,75.12,96.29,42.45,42.98,2504.36
Soybean,19.85,892.22,434.75,146.21,41.75,70.8,125.73
Wheat,18.24,552.62,468.72,130.28,25.38,59.37,1285.43
Rice,17.39,882.98,223.11,67.05,44.91,50.42,1917.6
Soybean,30.56,1158.64,402.48,102.56,15.15,30.14,102.74
Wheat,21.85,621.01,508.54,155.1,21.1,55.0,441.84
Wheat,32.67,1429.38,568.1,134.07,52.92,6.26,552.24
Rice,22.32,642.31,263.05,142.75,19.69,34.95,2640.15
Rice,16.46,809.72,0.0,135.32,50.76,51.67,2567.25
Maize,19.42,598.25,176.87,185.06,12.61,54.81,4572.13
Soybean,31.18,866.98,235.98,129.44,75.3,53.4,106.53
Soybean,24.22,277.33,261.16,104.56,24.51,45.9,553.08
Maize,22.26,636.19,271.82,83.37,35.53,36.09,2591.95
Soybean,25.8,472.36,467.83,129.98,46.61,50.76,156.78
Soybean,27.51,840.6,491.16,22.37,28.69,20.94,293.29
Soybean,30.59,1098.33,274.25,112.63,42.87,23.11,129.02
Soybean,32.24,993.8,464.77,111.77,51.51,41.23,129.4
Soybean,23.2,88.5,353.65,65.42,59.21,43.46,858.12
Rice,18.37,1412.62,309.68,82.87,55.83,3.49,2331.01
Soybean,22.93,888.58,435.98,152.39,36.56,49.1,123.21
Rice,26.3,567.05,310.84,129.23,37.07,55.45,2964.16
Soybean,20.18,847.14,608.67,124.07,86.98,38.45,118.73
Maize,20.21,852.86,84.24,132.25,59.0,87.49,3515.54
Wheat,26.72,599.95,222.72,123.71,21.56,26.34,2511.82
Rice,24.76,859.38,281.02,169.71,42.0,32.78,3100.35
Soybean,25.16,617.76,365.92,124.94,33.3,32.1,137.42
Maize,21.21,678.69,490.19,61.67,37.29,38.48,1849.5
Wheat,23.85,594.12,296.34,185.21,15.41,33.43,1243.04
Rice,20.38,370.2,86.67,134.81,31.76,11.86,1723.97
Wheat,29.45,843.75,426.38,96.43,76.23,29.07,485.98
Maize,30.18,975.59,413.24,69.86,51.58,38.05,1081.98
Rice,15.77,954.47,8.72,135.84,0.0,64.57,2541.31
Wheat,20.35,1045.98,299.43,115.31,64.33,84.04,559.23
Soybean,17.52,897.3,61.48,182.97,61.79,66.71,113.46
Rice,21.75,640.18,200.3,106.16,32.81,24.49,2535.14
Wheat,24.58,1051.9,164.58,86.5,54.35,26.08,475.36
Maize,17.75,392.74,421.39,155.83,22.81,36.81,3696.46
Maize,20.39,529.8,317.52,157.01,30.59,75.69,4490.66
Rice,19.98,510.74,107.16,126.75,69.97,36.69,1989.48
Wheat,26.04,1124.02,432.01,147.05,34.57,13.45,487.43
Rice,25.35,1082.84,84.93,118.49,2.61,29.98,2937.88
Rice,21.39,946.19,349.52,129.35,38.73,55.14,2909.32
Wheat,25.88,1121.58,177.9,166.6,38.43,53.8,370.61
Wheat,22.27,536.22,245.15,145.01,63.97,36.0,2363.87
Soybean,23.64,904.58,375.64,113.23,40.29,53.67,128.92
Wheat,33.37,762.45,378.22,174.09,31.57,0.0,373.04
Maize,31.7,1054.06,500.55,25.41,60.9,42.08,342.64
Rice,18.5,765.43,287.66,202.08,42.42,57.21,2701.09
Rice,29.15,684.52,345.97,51.76,25.0,23.34,1478.54
Maize,29.06,962.27,234.34,94.92,63.1,23.27,2149.53
Wheat,19.26,1062.85,327.3,118.36,43.87,2.67,556.81
Maize,29.09,599.5,365.92,114.14,40.06,71.8,3424.82
Maize,32.69,781.68,285.25,160.26,43.56,25.6,3314.17
Soybean,19.39,482.47,29.44,77.69,18.59,44.82,548.18
Maize,20.41,50.58,349.72,130.43,29.45,52.08,2633.3
Rice,30.09,860.14,354.68,96.87,40.07,70.24,2511.4
Maize,26.36,982.67,197.97,131.81,36.11,36.92,2631.82
Rice,27.76,878.62,107.34,117.41,65.45,29.21,2286.91
Rice,26.7,215.13,521.38,123.72,44.35,43.46,2757.3
Rice,26.95,694.75,373.72,98.0,57.1,65.68,2866.07
Wheat,18.37,134.5,265.64,99.6,40.19,36.6,1884.45
Soybean,30.24,1210.91,129.45,131.49,61.13,20.9,121.64
Rice,30.85,474.18,176.73,157.75,47.95,9.18,2152.2
Rice,23.85,1176.62,495.39,96.07,40.27,15.57,2154.5
Wheat,24.78,1083.76,320.65,85.25,39.73,57.29,442.94
Rice,17.34,529.82,217.41,144.54,20.91,33.59,2459.62
Maize,27.57,460.16,376.45,118.7,50.14,27.85,4241.58
Maize,27.86,905.11,177.84,153.22,39.2,25.68,3272.28
Soybean,24.69,546.7,525.13,83.77,29.96,41.7,110.3
Rice,30.62,830.75,502.92,48.82,62.13,35.21,1508.09
Wheat,23.33,655.15,230.01,98.68,15.0,34.54,2070.93
Maize,27.82,265.65,205.7,89.35,31.55,66.99,2079.35
Wheat,19.9,130.86,0.0,116.85,60.55,70.76,896.87
Wheat,24.88,868.01,77.76,94.53,46.31,7.8,1826.62
Maize,24.13,631.53,99.08,149.64,39.04,46.55,3952.36
Wheat,26.13,634.07,320.28,108.47,45.02,24.46,1644.21
Maize,23.15,1008.76,251.06,126.02,43.59,35.03,2960.57
Wheat,24.34,1152.03,98.2,126.31,9.67,46.19,510.93
Maize,29.13,718.24,257.83,127.8,33.01,35.75,3242.53
Rice,22.82,697.82,375.8,119.03,72.33,44.61,2761.8
Soybean,16.97,950.04,379.18,140.42,26.81,53.46,106.37
Maize,33.75,392.92,15.05,88.17,33.63,45.89,2540.64
Maize,31.91,866.95,280.76,175.98,29.17,27.06,3429.09
Soybean,18.54,965.57,92.5,110.54,38.26,27.42,133.49
Maize,28.45,1004.07,435.26,67.54,28.34,11.21,995.01
Maize,22.49,218.97,417.62,127.52,49.73,22.92,3365.49
Wheat,26.32,571.59,165.3,85.95,43.95,79.24,1976.07
Soybean,26.47,536.52,185.09,146.61,55.47,24.16,479.64
Rice,23.83,829.97,230.81,208.38,18.98,16.13,2297.47
